ID,Station,DateTimeET,Parameter,Depth_m,FinalResult,Units,Probe_Type,UniqueID,DataSource,DataSourceID,ImportDate
393,302,2025-05-15T10:49:00Z,Chlorophyll RFU,2.506,0.4,RFU,YSI_EXO2,302_2025-05-15 10:49_2.506_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,83,2025-08-08
394,302,2025-05-15T10:49:00Z,Chlorophyll RFU,3,0.43,RFU,YSI_EXO2,302_2025-05-15 10:49_3_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,84,2025-08-08
395,302,2025-05-15T10:49:00Z,Chlorophyll RFU,3.521,0.43,RFU,YSI_EXO2,302_2025-05-15 10:49_3.521_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,85,2025-08-08
396,302,2025-05-15T10:49:00Z,Chlorophyll RFU,4.039,0.44,RFU,YSI_EXO2,302_2025-05-15 10:49_4.039_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,86,2025-08-08
397,302,2025-05-15T10:49:00Z,Chlorophyll,2.506,1.64,ug/L,YSI_EXO2,302_2025-05-15 10:49_2.506_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,87,2025-08-08
398,302,2025-05-15T10:49:00Z,Chlorophyll,3,1.73,ug/L,YSI_EXO2,302_2025-05-15 10:49_3_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,88,2025-08-08
399,302,2025-05-15T10:49:00Z,Chlorophyll,3.521,1.74,ug/L,YSI_EXO2,302_2025-05-15 10:49_3.521_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,89,2025-08-08
400,302,2025-05-15T10:49:00Z,Chlorophyll,4.039,1.8,ug/L,YSI_EXO2,302_2025-05-15 10:49_4.039_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,90,2025-08-08
401,302,2025-05-15T10:50:00Z,Water Temperature,4.539,10.579,Deg-C,YSI_EXO2,302_2025-05-15 10:50_4.539_TWA-C_4,HoldingPond_profiles_2025.xlsx_302_15May,91,2025-08-08
402,302,2025-05-15T10:50:00Z,Oxygen Saturation,4.539,76.4,%,YSI_EXO2,302_2025-05-15 10:50_4.539_LDOs_4,HoldingPond_profiles_2025.xlsx_302_15May,92,2025-08-08
403,302,2025-05-15T10:50:00Z,Dissolved Oxygen,4.539,8.5,mg/L,YSI_EXO2,302_2025-05-15 10:50_4.539_LDOd_4,HoldingPond_profiles_2025.xlsx_302_15May,93,2025-08-08
404,302,2025-05-15T10:50:00Z,Specific Conductance,4.539,79.6,uS/cm,YSI_EXO2,302_2025-05-15 10:50_4.539_SPCD_4,HoldingPond_profiles_2025.xlsx_302_15May,94,2025-08-08
405,302,2025-05-15T10:50:00Z,pH,4.539,6.1,pH,YSI_EXO2,302_2025-05-15 10:50_4.539_pH_4,HoldingPond_profiles_2025.xlsx_302_15May,95,2025-08-08
406,302,2025-05-15T10:50:00Z,Turbidity FNU,4.539,0.46,FNU,YSI_EXO2,302_2025-05-15 10:50_4.539_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_302_15May,96,2025-08-08
407,302,2025-05-15T10:50:00Z,Blue Green Algae RFU,4.539,0.12,RFU,YSI_EXO2,302_2025-05-15 10:50_4.539_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,97,2025-08-08
408,302,2025-05-15T10:50:00Z,Blue Green Algae,4.539,0.12,ug/L,YSI_EXO2,302_2025-05-15 10:50_4.539_BGA-PC_4,HoldingPond_profiles_2025.xlsx_302_15May,98,2025-08-08
409,302,2025-05-15T10:50:00Z,Chlorophyll RFU,4.539,0.31,RFU,YSI_EXO2,302_2025-05-15 10:50_4.539_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,99,2025-08-08
410,302,2025-05-15T10:50:00Z,Chlorophyll,4.539,1.27,ug/L,YSI_EXO2,302_2025-05-15 10:50_4.539_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,100,2025-08-08
411,302,2025-05-15T10:52:00Z,Water Temperature,4.995,9.151,Deg-C,YSI_EXO2,302_2025-05-15 10:52_4.995_TWA-C_4,HoldingPond_profiles_2025.xlsx_302_15May,101,2025-08-08
412,302,2025-05-15T10:52:00Z,Oxygen Saturation,4.995,53.1,%,YSI_EXO2,302_2025-05-15 10:52_4.995_LDOs_4,HoldingPond_profiles_2025.xlsx_302_15May,102,2025-08-08
413,302,2025-05-15T10:52:00Z,Dissolved Oxygen,4.995,6.11,mg/L,YSI_EXO2,302_2025-05-15 10:52_4.995_LDOd_4,HoldingPond_profiles_2025.xlsx_302_15May,103,2025-08-08
414,302,2025-05-15T10:52:00Z,Specific Conductance,4.995,90,uS/cm,YSI_EXO2,302_2025-05-15 10:52_4.995_SPCD_4,HoldingPond_profiles_2025.xlsx_302_15May,104,2025-08-08
415,302,2025-05-15T10:52:00Z,pH,4.995,5.96,pH,YSI_EXO2,302_2025-05-15 10:52_4.995_pH_4,HoldingPond_profiles_2025.xlsx_302_15May,105,2025-08-08
416,302,2025-05-15T10:52:00Z,Turbidity FNU,4.995,1.08,FNU,YSI_EXO2,302_2025-05-15 10:52_4.995_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_302_15May,106,2025-08-08
417,302,2025-05-15T10:52:00Z,Blue Green Algae RFU,4.995,0.13,RFU,YSI_EXO2,302_2025-05-15 10:52_4.995_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,107,2025-08-08
418,302,2025-05-15T10:52:00Z,Blue Green Algae,4.995,0.14,ug/L,YSI_EXO2,302_2025-05-15 10:52_4.995_BGA-PC_4,HoldingPond_profiles_2025.xlsx_302_15May,108,2025-08-08
419,302,2025-05-15T10:52:00Z,Chlorophyll RFU,4.995,0.28,RFU,YSI_EXO2,302_2025-05-15 10:52_4.995_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_15May,109,2025-08-08
420,302,2025-05-15T10:52:00Z,Chlorophyll,4.995,1.15,ug/L,YSI_EXO2,302_2025-05-15 10:52_4.995_Chl_4,HoldingPond_profiles_2025.xlsx_302_15May,110,2025-08-08
421,301,2025-06-13T13:10:00Z,Water Temperature,0.536,22.593,Deg-C,YSI_EXO2,301_2025-06-13 13:10_0.536_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,1,2025-08-08
422,301,2025-06-13T13:10:00Z,Oxygen Saturation,0.536,98.1,%,YSI_EXO2,301_2025-06-13 13:10_0.536_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,2,2025-08-08
423,301,2025-06-13T13:10:00Z,Dissolved Oxygen,0.536,8.48,mg/L,YSI_EXO2,301_2025-06-13 13:10_0.536_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,3,2025-08-08
424,301,2025-06-13T13:10:00Z,Specific Conductance,0.536,56.7,uS/cm,YSI_EXO2,301_2025-06-13 13:10_0.536_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,4,2025-08-08
425,301,2025-06-13T13:10:00Z,pH,0.536,6.19,pH,YSI_EXO2,301_2025-06-13 13:10_0.536_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,5,2025-08-08
426,301,2025-06-13T13:10:00Z,Turbidity FNU,0.536,0.51,FNU,YSI_EXO2,301_2025-06-13 13:10_0.536_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,6,2025-08-08
427,301,2025-06-13T13:10:00Z,Blue Green Algae RFU,0.536,0.08,RFU,YSI_EXO2,301_2025-06-13 13:10_0.536_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,7,2025-08-08
428,301,2025-06-13T13:10:00Z,Blue Green Algae,0.536,0.11,ug/L,YSI_EXO2,301_2025-06-13 13:10_0.536_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,8,2025-08-08
429,301,2025-06-13T13:10:00Z,Chlorophyll RFU,0.536,0.72,RFU,YSI_EXO2,301_2025-06-13 13:10_0.536_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,9,2025-08-08
430,301,2025-06-13T13:10:00Z,Chlorophyll,0.536,2.81,ug/L,YSI_EXO2,301_2025-06-13 13:10_0.536_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,10,2025-08-08
431,301,2025-06-13T13:11:00Z,Water Temperature,0.97,21.551,Deg-C,YSI_EXO2,301_2025-06-13 13:11_0.97_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,11,2025-08-08
432,301,2025-06-13T13:11:00Z,Oxygen Saturation,0.97,95.6,%,YSI_EXO2,301_2025-06-13 13:11_0.97_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,12,2025-08-08
433,301,2025-06-13T13:11:00Z,Dissolved Oxygen,0.97,8.43,mg/L,YSI_EXO2,301_2025-06-13 13:11_0.97_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,13,2025-08-08
434,301,2025-06-13T13:11:00Z,Specific Conductance,0.97,56.8,uS/cm,YSI_EXO2,301_2025-06-13 13:11_0.97_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,14,2025-08-08
435,301,2025-06-13T13:11:00Z,pH,0.97,6.38,pH,YSI_EXO2,301_2025-06-13 13:11_0.97_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,15,2025-08-08
436,301,2025-06-13T13:11:00Z,Turbidity FNU,0.97,0.61,FNU,YSI_EXO2,301_2025-06-13 13:11_0.97_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,16,2025-08-08
437,301,2025-06-13T13:11:00Z,Blue Green Algae RFU,0.97,0.08,RFU,YSI_EXO2,301_2025-06-13 13:11_0.97_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,17,2025-08-08
438,301,2025-06-13T13:11:00Z,Blue Green Algae,0.97,0.11,ug/L,YSI_EXO2,301_2025-06-13 13:11_0.97_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,18,2025-08-08
439,301,2025-06-13T13:11:00Z,Chlorophyll RFU,0.97,0.82,RFU,YSI_EXO2,301_2025-06-13 13:11_0.97_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,19,2025-08-08
440,301,2025-06-13T13:11:00Z,Chlorophyll,0.97,3.21,ug/L,YSI_EXO2,301_2025-06-13 13:11_0.97_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,20,2025-08-08
441,301,2025-06-13T13:13:00Z,Water Temperature,2.016,20.797,Deg-C,YSI_EXO2,301_2025-06-13 13:13_2.016_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,21,2025-08-08
442,301,2025-06-13T13:13:00Z,Oxygen Saturation,2.016,91.1,%,YSI_EXO2,301_2025-06-13 13:13_2.016_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,22,2025-08-08
443,301,2025-06-13T13:13:00Z,Dissolved Oxygen,2.016,8.15,mg/L,YSI_EXO2,301_2025-06-13 13:13_2.016_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,23,2025-08-08
444,301,2025-06-13T13:13:00Z,Specific Conductance,2.016,56.7,uS/cm,YSI_EXO2,301_2025-06-13 13:13_2.016_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,24,2025-08-08
445,301,2025-06-13T13:13:00Z,pH,2.016,6.35,pH,YSI_EXO2,301_2025-06-13 13:13_2.016_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,25,2025-08-08
446,301,2025-06-13T13:13:00Z,Turbidity FNU,2.016,0.68,FNU,YSI_EXO2,301_2025-06-13 13:13_2.016_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,26,2025-08-08
447,301,2025-06-13T13:13:00Z,Blue Green Algae RFU,2.016,0.18,RFU,YSI_EXO2,301_2025-06-13 13:13_2.016_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,27,2025-08-08
448,301,2025-06-13T13:13:00Z,Blue Green Algae,2.016,0.21,ug/L,YSI_EXO2,301_2025-06-13 13:13_2.016_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,28,2025-08-08
449,301,2025-06-13T13:13:00Z,Chlorophyll RFU,2.016,0.87,RFU,YSI_EXO2,301_2025-06-13 13:13_2.016_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,29,2025-08-08
450,301,2025-06-13T13:13:00Z,Chlorophyll,2.016,3.42,ug/L,YSI_EXO2,301_2025-06-13 13:13_2.016_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,30,2025-08-08
451,301,2025-06-13T13:15:00Z,Water Temperature,2.487,18.395,Deg-C,YSI_EXO2,301_2025-06-13 13:15_2.487_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,31,2025-08-08
452,301,2025-06-13T13:15:00Z,Oxygen Saturation,2.487,74.2,%,YSI_EXO2,301_2025-06-13 13:15_2.487_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,32,2025-08-08
453,301,2025-06-13T13:15:00Z,Dissolved Oxygen,2.487,6.97,mg/L,YSI_EXO2,301_2025-06-13 13:15_2.487_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,33,2025-08-08
454,301,2025-06-13T13:15:00Z,Specific Conductance,2.487,57.6,uS/cm,YSI_EXO2,301_2025-06-13 13:15_2.487_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,34,2025-08-08
455,301,2025-06-13T13:15:00Z,pH,2.487,6.05,pH,YSI_EXO2,301_2025-06-13 13:15_2.487_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,35,2025-08-08
456,301,2025-06-13T13:15:00Z,Turbidity FNU,2.487,0.85,FNU,YSI_EXO2,301_2025-06-13 13:15_2.487_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,36,2025-08-08
457,301,2025-06-13T13:15:00Z,Blue Green Algae RFU,2.487,0.25,RFU,YSI_EXO2,301_2025-06-13 13:15_2.487_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,37,2025-08-08
458,301,2025-06-13T13:15:00Z,Blue Green Algae,2.487,0.28,ug/L,YSI_EXO2,301_2025-06-13 13:15_2.487_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,38,2025-08-08
459,301,2025-06-13T13:15:00Z,Chlorophyll RFU,2.487,1.08,RFU,YSI_EXO2,301_2025-06-13 13:15_2.487_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,39,2025-08-08
460,301,2025-06-13T13:15:00Z,Chlorophyll,2.487,4.29,ug/L,YSI_EXO2,301_2025-06-13 13:15_2.487_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,40,2025-08-08
461,301,2025-06-13T13:16:00Z,Water Temperature,2.999,16.212,Deg-C,YSI_EXO2,301_2025-06-13 13:16_2.999_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,41,2025-08-08
462,301,2025-06-13T13:16:00Z,Oxygen Saturation,2.999,61.8,%,YSI_EXO2,301_2025-06-13 13:16_2.999_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,42,2025-08-08
463,301,2025-06-13T13:16:00Z,Dissolved Oxygen,2.999,6.07,mg/L,YSI_EXO2,301_2025-06-13 13:16_2.999_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,43,2025-08-08
464,301,2025-06-13T13:16:00Z,Specific Conductance,2.999,57.7,uS/cm,YSI_EXO2,301_2025-06-13 13:16_2.999_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,44,2025-08-08
465,301,2025-06-13T13:16:00Z,pH,2.999,5.89,pH,YSI_EXO2,301_2025-06-13 13:16_2.999_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,45,2025-08-08
466,301,2025-06-13T13:16:00Z,Turbidity FNU,2.999,0.95,FNU,YSI_EXO2,301_2025-06-13 13:16_2.999_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,46,2025-08-08
467,301,2025-06-13T13:16:00Z,Blue Green Algae RFU,2.999,0.2,RFU,YSI_EXO2,301_2025-06-13 13:16_2.999_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,47,2025-08-08
468,301,2025-06-13T13:16:00Z,Blue Green Algae,2.999,0.22,ug/L,YSI_EXO2,301_2025-06-13 13:16_2.999_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,48,2025-08-08
469,301,2025-06-13T13:16:00Z,Chlorophyll RFU,2.999,0.93,RFU,YSI_EXO2,301_2025-06-13 13:16_2.999_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,49,2025-08-08
470,301,2025-06-13T13:16:00Z,Chlorophyll,2.999,3.65,ug/L,YSI_EXO2,301_2025-06-13 13:16_2.999_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,50,2025-08-08
471,301,2025-06-13T13:17:00Z,Water Temperature,3.446,15.173,Deg-C,YSI_EXO2,301_2025-06-13 13:17_3.446_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,51,2025-08-08
472,301,2025-06-13T13:17:00Z,Oxygen Saturation,3.446,52.2,%,YSI_EXO2,301_2025-06-13 13:17_3.446_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,52,2025-08-08
473,301,2025-06-13T13:17:00Z,Dissolved Oxygen,3.446,5.25,mg/L,YSI_EXO2,301_2025-06-13 13:17_3.446_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,53,2025-08-08
474,301,2025-06-13T13:17:00Z,Specific Conductance,3.446,57.8,uS/cm,YSI_EXO2,301_2025-06-13 13:17_3.446_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,54,2025-08-08
475,301,2025-06-13T13:17:00Z,pH,3.446,5.82,pH,YSI_EXO2,301_2025-06-13 13:17_3.446_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,55,2025-08-08
476,301,2025-06-13T13:17:00Z,Turbidity FNU,3.446,1.04,FNU,YSI_EXO2,301_2025-06-13 13:17_3.446_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,56,2025-08-08
477,301,2025-06-13T13:17:00Z,Blue Green Algae RFU,3.446,0.12,RFU,YSI_EXO2,301_2025-06-13 13:17_3.446_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,57,2025-08-08
478,301,2025-06-13T13:17:00Z,Blue Green Algae,3.446,0.15,ug/L,YSI_EXO2,301_2025-06-13 13:17_3.446_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,58,2025-08-08
479,301,2025-06-13T13:17:00Z,Chlorophyll RFU,3.446,0.68,RFU,YSI_EXO2,301_2025-06-13 13:17_3.446_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,59,2025-08-08
480,301,2025-06-13T13:17:00Z,Chlorophyll,3.446,2.65,ug/L,YSI_EXO2,301_2025-06-13 13:17_3.446_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,60,2025-08-08
481,301,2025-06-13T13:18:00Z,Water Temperature,4.032,14.774,Deg-C,YSI_EXO2,301_2025-06-13 13:18_4.032_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,61,2025-08-08
482,301,2025-06-13T13:18:00Z,Oxygen Saturation,4.032,50.6,%,YSI_EXO2,301_2025-06-13 13:18_4.032_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,62,2025-08-08
483,301,2025-06-13T13:18:00Z,Dissolved Oxygen,4.032,5.13,mg/L,YSI_EXO2,301_2025-06-13 13:18_4.032_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,63,2025-08-08
484,301,2025-06-13T13:18:00Z,Specific Conductance,4.032,57.8,uS/cm,YSI_EXO2,301_2025-06-13 13:18_4.032_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,64,2025-08-08
485,301,2025-06-13T13:18:00Z,pH,4.032,5.81,pH,YSI_EXO2,301_2025-06-13 13:18_4.032_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,65,2025-08-08
486,301,2025-06-13T13:18:00Z,Turbidity FNU,4.032,0.96,FNU,YSI_EXO2,301_2025-06-13 13:18_4.032_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,66,2025-08-08
487,301,2025-06-13T13:18:00Z,Blue Green Algae RFU,4.032,0.13,RFU,YSI_EXO2,301_2025-06-13 13:18_4.032_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,67,2025-08-08
488,301,2025-06-13T13:18:00Z,Blue Green Algae,4.032,0.16,ug/L,YSI_EXO2,301_2025-06-13 13:18_4.032_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,68,2025-08-08
489,301,2025-06-13T13:18:00Z,Chlorophyll RFU,4.032,0.58,RFU,YSI_EXO2,301_2025-06-13 13:18_4.032_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,69,2025-08-08
490,301,2025-06-13T13:18:00Z,Chlorophyll,4.032,2.26,ug/L,YSI_EXO2,301_2025-06-13 13:18_4.032_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,70,2025-08-08
491,301,2025-06-13T13:20:00Z,Water Temperature,4.477,14.009,Deg-C,YSI_EXO2,301_2025-06-13 13:20_4.477_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,71,2025-08-08
492,301,2025-06-13T13:20:00Z,Water Temperature,5.01,13.768,Deg-C,YSI_EXO2,301_2025-06-13 13:20_5.01_TWA-C_4,HoldingPond_profiles_2025.xlsx_301_13June,72,2025-08-08
493,301,2025-06-13T13:20:00Z,Oxygen Saturation,4.477,47.3,%,YSI_EXO2,301_2025-06-13 13:20_4.477_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,73,2025-08-08
494,301,2025-06-13T13:20:00Z,Oxygen Saturation,5.01,48.6,%,YSI_EXO2,301_2025-06-13 13:20_5.01_LDOs_4,HoldingPond_profiles_2025.xlsx_301_13June,74,2025-08-08
495,301,2025-06-13T13:20:00Z,Dissolved Oxygen,4.477,4.88,mg/L,YSI_EXO2,301_2025-06-13 13:20_4.477_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,75,2025-08-08
496,301,2025-06-13T13:20:00Z,Dissolved Oxygen,5.01,5.03,mg/L,YSI_EXO2,301_2025-06-13 13:20_5.01_LDOd_4,HoldingPond_profiles_2025.xlsx_301_13June,76,2025-08-08
497,301,2025-06-13T13:20:00Z,Specific Conductance,4.477,58,uS/cm,YSI_EXO2,301_2025-06-13 13:20_4.477_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,77,2025-08-08
498,301,2025-06-13T13:20:00Z,Specific Conductance,5.01,57.9,uS/cm,YSI_EXO2,301_2025-06-13 13:20_5.01_SPCD_4,HoldingPond_profiles_2025.xlsx_301_13June,78,2025-08-08
499,301,2025-06-13T13:20:00Z,pH,4.477,5.8,pH,YSI_EXO2,301_2025-06-13 13:20_4.477_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,79,2025-08-08
500,301,2025-06-13T13:20:00Z,pH,5.01,5.79,pH,YSI_EXO2,301_2025-06-13 13:20_5.01_pH_4,HoldingPond_profiles_2025.xlsx_301_13June,80,2025-08-08
501,301,2025-06-13T13:20:00Z,Turbidity FNU,4.477,1.26,FNU,YSI_EXO2,301_2025-06-13 13:20_4.477_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,81,2025-08-08
502,301,2025-06-13T13:20:00Z,Turbidity FNU,5.01,1.14,FNU,YSI_EXO2,301_2025-06-13 13:20_5.01_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_301_13June,82,2025-08-08
503,301,2025-06-13T13:20:00Z,Blue Green Algae RFU,4.477,0.13,RFU,YSI_EXO2,301_2025-06-13 13:20_4.477_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,83,2025-08-08
504,301,2025-06-13T13:20:00Z,Blue Green Algae RFU,5.01,0.14,RFU,YSI_EXO2,301_2025-06-13 13:20_5.01_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,84,2025-08-08
505,301,2025-06-13T13:20:00Z,Blue Green Algae,4.477,0.16,ug/L,YSI_EXO2,301_2025-06-13 13:20_4.477_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,85,2025-08-08
506,301,2025-06-13T13:20:00Z,Blue Green Algae,5.01,0.17,ug/L,YSI_EXO2,301_2025-06-13 13:20_5.01_BGA-PC_4,HoldingPond_profiles_2025.xlsx_301_13June,86,2025-08-08
507,301,2025-06-13T13:20:00Z,Chlorophyll RFU,4.477,0.59,RFU,YSI_EXO2,301_2025-06-13 13:20_4.477_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,87,2025-08-08
508,301,2025-06-13T13:20:00Z,Chlorophyll RFU,5.01,0.56,RFU,YSI_EXO2,301_2025-06-13 13:20_5.01_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_301_13June,88,2025-08-08
509,301,2025-06-13T13:20:00Z,Chlorophyll,4.477,2.3,ug/L,YSI_EXO2,301_2025-06-13 13:20_4.477_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,89,2025-08-08
510,301,2025-06-13T13:20:00Z,Chlorophyll,5.01,2.19,ug/L,YSI_EXO2,301_2025-06-13 13:20_5.01_Chl_4,HoldingPond_profiles_2025.xlsx_301_13June,90,2025-08-08
511,302,2025-06-13T10:49:00Z,Water Temperature,0.473,20.362,Deg-C,YSI_EXO2,302_2025-06-13 10:49_0.473_TWA-C_4,HoldingPond_profiles_2025.xlsx_302_13June,1,2025-08-08
512,302,2025-06-13T10:49:00Z,Oxygen Saturation,0.473,92.7,%,YSI_EXO2,302_2025-06-13 10:49_0.473_LDOs_4,HoldingPond_profiles_2025.xlsx_302_13June,2,2025-08-08
513,302,2025-06-13T10:49:00Z,Dissolved Oxygen,0.473,8.37,mg/L,YSI_EXO2,302_2025-06-13 10:49_0.473_LDOd_4,HoldingPond_profiles_2025.xlsx_302_13June,3,2025-08-08
514,302,2025-06-13T10:49:00Z,Specific Conductance,0.473,73.5,uS/cm,YSI_EXO2,302_2025-06-13 10:49_0.473_SPCD_4,HoldingPond_profiles_2025.xlsx_302_13June,4,2025-08-08
515,302,2025-06-13T10:49:00Z,pH,0.473,7.13,pH,YSI_EXO2,302_2025-06-13 10:49_0.473_pH_4,HoldingPond_profiles_2025.xlsx_302_13June,5,2025-08-08
516,302,2025-06-13T10:49:00Z,Turbidity FNU,0.473,0.45,FNU,YSI_EXO2,302_2025-06-13 10:49_0.473_TUR-FNU_4,HoldingPond_profiles_2025.xlsx_302_13June,6,2025-08-08
517,302,2025-06-13T10:49:00Z,Blue Green Algae RFU,0.473,0.02,RFU,YSI_EXO2,302_2025-06-13 10:49_0.473_BGA-PC-RFU_4,HoldingPond_profiles_2025.xlsx_302_13June,7,2025-08-08
518,302,2025-06-13T10:49:00Z,Blue Green Algae,0.473,0.05,ug/L,YSI_EXO2,302_2025-06-13 10:49_0.473_BGA-PC_4,HoldingPond_profiles_2025.xlsx_302_13June,8,2025-08-08
519,302,2025-06-13T10:49:00Z,Chlorophyll RFU,0.473,0.51,RFU,YSI_EXO2,302_2025-06-13 10:49_0.473_Chl-RFU_4,HoldingPond_profiles_2025.xlsx_302_13June,9,2025-08-08
520,302,2025-06-13T10:49:00Z,Chlorophyll,0.473,1.98,ug/L,YSI_EXO2,302_2025-06-13 10:49_0.473_Chl_4,HoldingPond_profiles_2025.xlsx_302_13June,10,2025-08-08
521,302,2025-06-13T10:50:00Z,Water Temperature,0.997,20.04,Deg-C,YSI_EXO2,302_2025-06-13 10:50_0.997_TWA-C_4,HoldingPond_profiles_2025.xlsx_302_13June,11,2025-08-08
